job_id,potential_skill_entity,context_sentence
13,CMS,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
13,Udarbejde,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
13,milepæle opfylder brugerbehov,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
13,forretningsmål og,"få ansvar for at:   Udvikle produktstrategien og sætte de overordnede mål for DRTV, så de understøtter DR’s virksomhedsstrategi Udarbejde og vedligeholde DRTV’s samlede strategiske roadmap, herunder sikre sammenhæng i roadmap på tværs af det brugervendte produkt og platform/CMS Udarbejde og prioritere milepæle og acceptkriterier for de tekniske udviklingsteams, samt sikre at milepæle opfylder brugerbehov, forretningsmål og markedskrav Vedligeholde produktets backlog og prioritere denne ift."
13,DRTV og sikre,"det strategiske roadmap Facilitere arbejdet i produktgruppen for DRTV og sikre, at det bidrager"
13,"produktmål og strategiske temaer
Kommunikere","til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,baseret på,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,analyse og,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,Udarbejde,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,DRTV,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,samt udarbejdelse,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,tværgående eller principiel karakter,"til indfrielse af produktstrategiens vision, produktmål og strategiske temaer Kommunikere og skabe gennemsigtighed om effekter af indsatser baseret på data, analyse og faglig indsigt Udarbejde løbende status for arbejdet i produktgruppen for DRTV, samt udarbejdelse af beslutningsoplæg af tværgående eller principiel karakter"
13,digitale trends og produktmuligheder inden,"digitale trends og produktmuligheder inden for streaming Skabe et klart overblik over de mange faktorer, som gør at dit produkt lykkes – herunder brugerbehov, SEO, platformsstrategier mv."
13,Skabe et klart,"digitale trends og produktmuligheder inden for streaming Skabe et klart overblik over de mange faktorer, som gør at dit produkt lykkes – herunder brugerbehov, SEO, platformsstrategier mv."
